nr_lazika	data_pomiaru	kod_obszaru	wspolrzedne	glebokosc	ilosc
24	2055-01-20	MC-29	38.09S, 132.52E	106	4235
18	2057-11-06	MC-23	4.24S, 153.67E	75	4398
51	2065-12-21	MC-25	39.12S, 61.80W	20	10313
42	2067-08-28	MC-07	37.85N, 155.38E	447	10313
90	2074-02-09	MC-24	51.92S, 167.26W	124	63326
34	2064-12-05	MC-14	17.92N, 122.10E	117	2599
52	2070-05-29	MC-09	3.49N, 105.00W	77	5812
42	2068-05-30	MC-15	9.61N, 154.03E	85	1267
94	2068-01-26	MC-29	39.42S, 141.42E	15	14025
95	2069-09-17	MC-10	20.59N, 77.63W	163	3313
99	2076-02-19	MC-12	16.87N, 13.82E	65	1526
95	2068-05-07	MC-10	8.34N, 85.40W	142	3919
23	2055-09-09	MC-16	17.99S, 172.04W	54	3461
86	2075-08-24	MC-01	73.44N, 125.99E	75	883
17	2056-10-09	MC-13	9.22N, 72.60E	117	756
1	2051-02-04	MC-06	51.26N, 61.00E	325	3022
82	2069-09-02	MC-29	33.87S, 160.27E	702	1267
98	2073-07-13	MC-28	49.41S, 83.99E	120	11771
44	2070-08-06	MC-01	77.17N, 135.50E	120	31157
75	2074-05-21	MC-28	49.52S, 104.10E	65	5076
61	2074-03-31	MC-30	68.62S, 26.25W	241	20205
47	2076-05-05	MC-11	15.13N, 23.69W	32	3764
4	2055-04-13	MC-26	54.50S, 41.59W	137	22220
49	2069-04-28	MC-19	26.14S, 29.99W	54	3612
95	2071-10-25	MC-17	9.19S, 91.38W	45	7279
80	2068-12-24	MC-02	49.21N, 164.88W	90	9985
69	2072-07-23	MC-07	49.85N, 158.36E	54	9074
86	2074-10-27	MC-01	84.93N, 111.25E	63	26004
71	2071-12-22	MC-24	39.22S, 149.60W	90	23366
12	2057-06-22	MC-09	7.32N, 105.92W	212	1656
10	2062-09-02	MC-19	17.99S, 42.06W	264	9985
97	2071-06-02	MC-01	89.97N, 21.57W	72	2324
10	2063-06-29	MC-19	15.94S, 39.30W	27	5076
20	2058-05-12	MC-28	60.77S, 77.56E	63	3461
66	2072-01-28	MC-14	16.80N, 134.17E	137	2188
69	2071-04-23	MC-07	56.10N, 172.86E	12	12605
94	2068-10-26	MC-22	28.37S, 127.14E	106	7052
54	2069-07-26	MC-14	2.75N, 109.88E	157	5622
17	2063-03-21	MC-06	36.15N, 85.68E	117	8519
56	2069-12-24	MC-18	12.64S, 65.33W	45	9670
44	2071-05-24	MC-07	43.75N, 127.97E	15	5812
15	2055-01-27	MC-16	23.95S, 162.12W	163	1788
41	2065-01-16	MC-05	61.78N, 26.65E	80	18486
44	2070-06-29	MC-01	81.63N, 136.57E	20	11011
99	2071-04-07	MC-05	50.05N, 31.67E	572	12605
41	2065-08-08	MC-01	67.26N, 15.79E	90	2188
82	2070-10-14	MC-23	23.18S, 172.50E	59	6006
29	2061-03-24	MC-24	46.50S, 154.12W	117	12178
9	2057-07-13	MC-19	22.18S, 28.08W	212	1656
69	2072-04-04	MC-07	53.54N, 144.69E	572	16330
97	2071-01-27	MC-01	70.26N, 15.29W	128	3167
21	2057-06-05	MC-09	3.77N, 121.30W	65	6409
14	2055-08-16	MC-11	21.27N, 13.80W	50	10313
65	2069-01-31	MC-19	15.12S, 17.21W	204	2599
31	2060-02-27	MC-01	66.51N, 99.23W	1270	8519
10	2059-11-10	MC-18	28.79S, 74.23W	34	17000
79	2074-07-03	MC-06	33.20N, 105.54E	163	2739
24	2055-11-26	MC-29	43.16S, 139.07E	15	9670
4	2057-08-30	MC-26	42.63S, 27.29W	47	7512
56	2073-06-17	MC-18	17.87S, 87.20W	124	7279
18	2060-02-18	MC-23	16.78S, 150.98E	416	9366
12	2057-06-05	MC-09	7.29N, 121.00W	277	8255
89	2078-02-20	MC-25	42.54S, 118.79W	163	17000
56	2075-04-21	MC-18	26.14S, 81.60W	39	6618
95	2073-01-29	MC-09	14.94N, 96.52W	30	1267
38	2066-03-16	MC-01	74.37N, 98.65W	52	14025
56	2071-09-15	MC-25	37.91S, 65.75W	277	10313
58	2069-12-28	MC-26	63.48S, 6.63W	11	15700
38	2066-12-13	MC-01	71.49N, 110.41W	96	9074
12	2058-09-05	MC-17	7.32S, 109.98W	57	6205
99	2071-10-23	MC-05	35.13N, 24.84E	147	15700
72	2075-12-04	MC-17	21.49S, 120.97W	212	9366
18	2056-09-29	MC-23	29.46S, 179.12E	231	13054
100	2072-04-02	MC-24	53.62S, 153.15W	231	5622
8	2055-03-09	MC-27	32.54S, 11.56E	96	1138
75	2074-03-08	MC-28	31.60S, 119.95E	631	2880
76	2075-06-23	MC-07	32.26N, 161.82E	34	9985
20	2059-02-10	MC-27	59.53S, 58.79E	204	12605
55	2068-11-30	MC-15	21.02N, 161.54E	75	883
41	2064-07-14	MC-05	58.49N, 49.41E	124	56210
45	2065-10-09	MC-21	2.71S, 70.47E	72	5436
91	2073-11-28	MC-01	72.91N, 140.12W	231	629
87	2072-07-22	MC-19	24.46S, 26.77W	221	11011
10	2062-11-16	MC-19	1.26S, 42.16W	188	5436
10	2062-09-19	MC-26	40.12S, 34.17W	54	4731
70	2071-07-23	MC-19	24.88S, 35.63W	47	15109
22	2057-01-10	MC-13	15.53N, 61.43E	181	1526
32	2067-07-30	MC-17	25.91S, 114.82W	27	1788
10	2063-07-17	MC-18	16.95S, 62.51W	90	2188
55	2070-09-23	MC-15	28.11N, 163.68E	30	2599
34	2062-09-27	MC-14	11.16N, 108.69E	106	2324
83	2071-08-25	MC-06	64.17N, 66.20E	75	2880
5	2052-07-31	MC-21	9.16S, 67.53E	702	3461
45	2066-01-21	MC-21	9.88S, 76.56E	47	5812
52	2068-10-25	MC-17	2.80S, 108.10W	93	1138
58	2070-06-20	MC-30	70.21S, 16.45W	61	8255
76	2077-07-03	MC-02	60.00N, 174.41W	169	21171
19	2057-11-17	MC-07	60.89N, 157.09E	175	2461
85	2071-08-24	MC-14	4.24N, 93.04E	241	883
79	2075-07-29	MC-14	10.40N, 105.94E	631	7052
34	2065-02-22	MC-14	18.41N, 120.74E	34	4398
34	2061-11-15	MC-06	39.12N, 98.60E	344	1010
47	2069-04-19	MC-12	1.78N, 2.62E	344	1138
6	2054-06-06	MC-01	84.12N, 139.66E	307	41937
14	2055-10-29	MC-11	8.90N, 18.76W	124	1267
87	2072-03-03	MC-26	42.04S, 23.95W	41	2880
88	2072-08-26	MC-19	10.32S, 21.68W	181	3612
28	2059-01-30	MC-30	85.37S, 74.86W	22	41937
46	2066-12-03	MC-25	63.83S, 118.29W	204	5812
42	2070-12-28	MC-08	5.69N, 179.55W	41	3919
95	2070-12-01	MC-10	6.62N, 81.66W	61	1267
22	2055-12-13	MC-13	21.53N, 51.50E	147	1396
78	2075-01-19	MC-16	7.46S, 165.59W	181	1788
70	2070-11-15	MC-19	28.18S, 42.93W	15	14551
33	2061-01-09	MC-01	66.69N, 53.38E	389	6205
82	2071-08-06	MC-29	46.59S, 172.40E	30	16330
99	2073-03-04	MC-12	27.01N, 4.00E	1270	3764
20	2057-12-01	MC-28	46.16S, 64.89E	157	56210
26	2056-09-09	MC-20	26.84S, 41.22E	307	6618
5	2057-05-25	MC-13	28.43N, 72.33E	188	13054
27	2063-11-10	MC-30	77.42S, 86.00E	307	13527
82	2070-07-31	MC-29	48.74S, 136.95E	77	8791
94	2072-11-06	MC-29	34.17S, 161.94E	117	3461
6	2053-10-28	MC-01	79.26N, 141.10E	365	5622
84	2071-11-10	MC-07	50.47N, 121.34E	15	101649
85	2073-02-11	MC-21	10.33S, 73.92E	204	4076
46	2066-10-09	MC-25	60.87S, 110.68W	325	8255
39	2065-09-12	MC-29	49.04S, 173.31E	88	6618
86	2075-06-07	MC-01	67.58N, 130.39E	212	3612
35	2064-06-26	MC-17	23.42S, 96.87W	96	11011
22	2056-08-30	MC-12	22.67N, 17.36E	204	2324
31	2062-06-16	MC-03	56.30N, 79.49W	482	20205
17	2059-01-27	MC-13	22.98N, 86.37E	88	12605
17	2062-11-12	MC-13	18.41N, 77.19E	416	8000
38	2067-05-09	MC-02	61.07N, 124.06W	221	56210
7	2054-08-26	MC-03	62.18N, 61.57W	1270	1788
38	2067-03-15	MC-01	83.57N, 128.61W	67	23366
89	2074-10-22	MC-30	78.66S, 110.91W	20	19313
31	2060-01-22	MC-01	78.75N, 111.02W	524	5622
47	2072-08-21	MC-11	5.99N, 38.14W	77	5812
82	2071-06-01	MC-29	45.17S, 167.93E	34	6832
78	2075-06-21	MC-08	8.72N, 156.79W	93	1788
27	2061-06-20	MC-28	56.00S, 96.93E	277	6205
65	2069-02-26	MC-19	18.13S, 6.11W	34	6006
19	2058-02-17	MC-07	56.56N, 158.43E	52	18486
70	2071-05-27	MC-18	29.03S, 52.23W	152	5255
76	2077-03-12	MC-08	22.14N, 172.48W	117	9670
12	2056-11-08	MC-17	6.49S, 117.37W	63	1010
31	2060-07-17	MC-01	71.74N, 78.41W	24	22220
20	2058-11-04	MC-28	55.28S, 65.96E	791	15109
69	2073-02-05	MC-01	71.67N, 172.03E	20	10654
68	2069-08-13	MC-14	29.98N, 103.27E	212	3919
44	2072-04-09	MC-01	70.12N, 114.53E	96	63326
83	2072-08-11	MC-06	38.11N, 65.71E	277	1010
21	2057-11-13	MC-17	21.24S, 131.31W	791	883
28	2060-03-29	MC-30	72.52S, 71.06W	137	6006
7	2054-04-12	MC-04	59.31N, 57.66W	27	14551
77	2077-05-03	MC-22	18.70S, 96.13E	59	3167
37	2063-11-08	MC-15	19.80N, 143.55E	100	8255
42	2067-09-15	MC-07	48.41N, 145.14E	15	9985
5	2059-01-08	MC-20	19.51S, 41.16E	482	9366
56	2075-01-22	MC-25	43.67S, 88.95W	163	629
95	2071-01-10	MC-18	7.80S, 79.34W	52	5436
61	2072-10-04	MC-26	49.37S, 27.54W	137	22220
10	2058-08-06	MC-18	12.42S, 55.35W	152	1138
77	2076-09-05	MC-28	33.05S, 103.18E	447	15109
7	2055-09-08	MC-04	48.82N, 42.15W	124	2739
17	2058-12-07	MC-14	20.13N, 106.77E	29	11771
39	2067-04-10	MC-29	62.25S, 160.58E	152	1526
46	2066-05-13	MC-30	71.56S, 112.97W	447	1788
6	2053-09-23	MC-01	74.33N, 140.63E	34	4731
75	2074-09-21	MC-22	27.72S, 127.41E	175	15700
94	2067-08-15	MC-23	28.95S, 157.85E	52	7752
100	2071-11-08	MC-30	70.79S, 160.90W	77	41937
3	2051-11-03	MC-24	50.23S, 125.97W	61	5812
32	2065-01-27	MC-17	27.14S, 96.07W	147	1010
47	2072-12-26	MC-11	27.60N, 20.31W	100	12605
44	2067-05-15	MC-07	58.55N, 141.82E	36	1920
76	2073-08-11	MC-07	34.14N, 169.99E	128	2324
7	2054-05-11	MC-01	71.80N, 39.15W	41	4902
93	2068-02-02	MC-03	44.90N, 101.43W	65	8791
56	2073-09-20	MC-17	17.08S, 93.37W	47	3313
66	2072-12-25	MC-14	21.02N, 128.49E	19	8519
53	2067-02-07	MC-30	78.73S, 176.28W	29	8519
33	2061-09-27	MC-01	83.78N, 59.69E	307	38630
62	2067-09-13	MC-20	12.99S, 32.30E	65	8519
88	2072-07-30	MC-19	2.51S, 29.82W	416	3764
47	2069-01-13	MC-04	47.25N, 34.58W	133	20205
29	2060-06-16	MC-24	35.21S, 155.25W	47	8791
28	2061-09-09	MC-30	75.46S, 67.86W	24	5076
90	2073-09-28	MC-24	52.94S, 173.35W	9	12605
87	2072-04-07	MC-19	14.33S, 33.57W	27	5076
62	2068-04-27	MC-20	9.40S, 44.26E	77	1788
10	2056-09-16	MC-19	27.49S, 38.34W	152	1656
23	2055-05-30	MC-24	40.56S, 174.08W	63	10654
10	2061-04-02	MC-18	16.13S, 61.94W	702	2599
100	2073-03-07	MC-30	73.03S, 160.21W	702	38630
58	2069-06-29	MC-30	66.03S, 1.23E	447	11771
64	2069-07-16	MC-28	34.20S, 71.36E	63	3919
27	2059-04-19	MC-30	68.19S, 115.88E	19	883
19	2058-01-09	MC-07	48.89N, 159.79E	482	11382
74	2073-05-27	MC-12	25.65N, 13.95E	14	3612
89	2074-06-05	MC-25	53.54S, 77.74W	188	41937
7	2055-12-06	MC-01	66.92N, 48.12W	117	35789
94	2072-03-12	MC-29	48.29S, 139.80E	17	2324
75	2076-11-15	MC-28	52.23S, 100.41E	59	11382
42	2067-10-26	MC-15	14.84N, 172.04E	905	7512
52	2067-07-23	MC-17	2.40S, 131.06W	389	5622
85	2071-05-25	MC-13	9.27N, 80.81E	163	4235
38	2067-01-15	MC-02	59.21N, 131.04W	1270	5255
56	2072-06-17	MC-25	51.06S, 94.18W	152	4076
45	2066-02-26	MC-13	5.30N, 69.96E	106	7052
4	2054-02-25	MC-26	64.73S, 40.78W	17	2461
34	2063-07-29	MC-07	32.14N, 130.54E	109	2188
47	2071-06-14	MC-04	47.39N, 8.11W	181	22220
69	2076-01-21	MC-01	88.67N, 169.21E	93	12178
99	2074-07-01	MC-04	48.61N, 11.60W	57	13054
7	2053-10-12	MC-04	59.41N, 54.40W	30	15700
2	2057-11-19	MC-06	36.21N, 119.00E	325	11011
27	2063-11-20	MC-30	82.70S, 88.96E	212	22220
82	2071-04-08	MC-23	24.86S, 151.00E	188	2054
42	2066-10-17	MC-07	51.42N, 152.38E	65	2880
59	2069-08-30	MC-29	35.29S, 128.65E	120	1010
2	2052-08-15	MC-22	1.40S, 124.63E	702	5255
32	2060-04-15	MC-18	26.49S, 87.52W	25	3167
66	2072-09-29	MC-15	15.19N, 140.13E	212	3167
52	2066-11-23	MC-08	25.71N, 137.82W	482	6409
76	2079-03-20	MC-01	66.71N, 176.58W	117	3919
8	2056-12-12	MC-30	79.95S, 12.41E	572	7752
5	2057-12-20	MC-13	14.26N, 55.49E	142	8519
28	2062-10-21	MC-25	59.39S, 82.57W	137	2324
4	2053-12-30	MC-26	49.53S, 20.59W	57	3313
55	2069-08-04	MC-07	41.52N, 132.93E	93	1267
20	2059-10-07	MC-28	59.52S, 63.41E	1057	7279
52	2067-11-13	MC-09	8.62N, 100.04W	96	4731
92	2075-06-06	MC-06	63.27N, 68.13E	702	3764
85	2075-07-18	MC-13	16.16N, 80.02E	45	3764
5	2055-05-11	MC-13	2.59N, 73.40E	109	2324
23	2057-04-16	MC-16	7.82S, 168.78W	241	3764
23	2056-03-10	MC-16	20.73S, 141.61W	252	3167
92	2074-08-27	MC-01	68.86N, 64.30E	128	24621
70	2071-06-21	MC-19	13.70S, 38.09W	120	7512
78	2074-10-07	MC-16	9.26S, 153.12W	45	2461
44	2070-09-06	MC-01	66.04N, 108.97E	113	5622
7	2055-01-09	MC-04	53.99N, 48.39W	482	5436
10	2059-08-14	MC-26	34.71S, 55.80W	113	2739
94	2072-06-23	MC-29	40.26S, 132.60E	791	9366
75	2074-12-30	MC-28	40.05S, 106.23E	90	7512
86	2077-01-20	MC-01	81.21N, 123.31E	447	6832
72	2076-05-15	MC-25	41.58S, 118.13W	85	5076
10	2059-01-12	MC-18	13.50S, 75.51W	32	883
77	2076-02-06	MC-28	36.56S, 104.36E	72	8000
72	2072-08-19	MC-25	36.75S, 105.28W	22	10313
7	2055-08-06	MC-03	42.41N, 62.79W	137	6618
23	2055-08-25	MC-24	31.12S, 148.46W	117	3461
56	2073-12-03	MC-18	11.45S, 66.64W	65	5812
27	2058-02-02	MC-28	59.10S, 76.00E	72	5255
34	2065-08-31	MC-14	17.61N, 121.22E	344	11382
65	2068-07-04	MC-11	9.88N, 1.05W	204	6618
12	2058-02-24	MC-09	7.34N, 117.20W	63	3167
85	2073-09-02	MC-14	1.64N, 98.56E	75	1010
36	2063-07-09	MC-08	9.54N, 161.44W	221	4398
17	2056-03-26	MC-06	37.59N, 84.45E	52	10313
5	2061-04-21	MC-13	25.61N, 76.26E	30	11771
98	2071-11-22	MC-28	43.59S, 83.40E	264	2880
65	2068-09-29	MC-19	3.98S, 18.18W	106	3919
26	2056-04-27	MC-30	69.43S, 84.90E	82	1788
44	2069-05-25	MC-07	57.99N, 123.46E	11	38630
32	2063-08-08	MC-18	26.47S, 89.13W	85	3022
28	2063-05-13	MC-30	74.63S, 80.27W	37	41937
32	2062-02-17	MC-25	35.55S, 92.62W	75	9074
76	2074-05-30	MC-07	56.39N, 177.07E	142	45837
60	2072-12-01	MC-26	54.11S, 39.45W	80	1526
86	2077-03-09	MC-06	57.13N, 101.56E	103	5076
76	2074-05-02	MC-07	31.82N, 174.18E	59	6832
39	2067-09-21	MC-29	56.83S, 165.53E	30	4076
47	2072-02-18	MC-04	40.11N, 36.89W	34	6832
52	2073-04-25	MC-17	1.39S, 132.95W	103	4076
2	2055-01-06	MC-14	1.94N, 107.68E	163	629
5	2055-10-10	MC-21	17.88S, 83.66E	82	10654
75	2073-02-04	MC-29	31.23S, 128.90E	791	6618
56	2068-10-22	MC-25	33.58S, 63.48W	34	4731
83	2071-08-04	MC-06	59.76N, 61.10E	47	4902
31	2065-05-28	MC-01	75.73N, 83.61W	61	5255
52	2066-04-22	MC-09	22.05N, 111.69W	109	3764
52	2069-05-26	MC-17	4.90S, 129.75W	252	4563
39	2065-02-08	MC-30	72.46S, 171.97W	905	1526
37	2062-04-28	MC-14	15.78N, 124.86E	72	1267
98	2072-06-10	MC-28	53.97S, 80.60E	416	12605
69	2075-12-20	MC-01	68.47N, 175.77E	791	6006
56	2074-02-28	MC-18	18.85S, 66.12W	188	4563
19	2057-09-24	MC-07	54.60N, 169.28E	22	15700
74	2074-04-09	MC-12	5.86N, 9.35E	482	6832
18	2056-11-04	MC-29	47.19S, 167.68E	96	12178
6	2054-05-22	MC-01	78.50N, 145.08E	75	19313
34	2062-06-27	MC-07	32.20N, 122.55E	41	1138
85	2075-11-10	MC-22	5.57S, 118.65E	252	5255
51	2066-07-08	MC-26	49.87S, 44.43W	61	2599
32	2060-08-22	MC-25	61.75S, 93.58W	14	6006
43	2065-10-17	MC-17	28.69S, 112.88W	61	4731
67	2069-09-10	MC-26	50.53S, 47.23W	25	10654
32	2066-03-13	MC-18	29.76S, 83.09W	631	11771
52	2069-06-27	MC-16	1.87S, 136.41W	292	3022
23	2057-07-05	MC-16	9.41S, 148.43W	524	883
43	2065-04-27	MC-10	3.72N, 86.81W	482	1010
27	2062-03-09	MC-30	85.08S, 106.68E	22	1267
42	2066-09-08	MC-15	17.71N, 140.88E	221	1010
5	2059-11-03	MC-13	14.66N, 68.09E	447	4398
94	2069-05-16	MC-29	58.09S, 134.79E	416	9074
67	2070-03-03	MC-25	37.97S, 68.27W	20	19313
10	2061-10-24	MC-18	3.50S, 57.80W	106	756
9	2058-06-07	MC-26	34.97S, 29.41W	109	7052
22	2055-02-25	MC-20	15.15S, 30.80E	90	2461
62	2067-01-06	MC-20	12.95S, 16.04E	325	9985
32	2067-06-30	MC-25	51.21S, 103.74W	25	7512
36	2062-08-06	MC-16	2.19S, 147.09W	188	3022
43	2066-01-24	MC-17	19.04S, 112.39W	25	6832
67	2069-07-07	MC-25	52.35S, 69.94W	325	41937
27	2063-03-12	MC-30	67.48S, 80.67E	29	9985
95	2072-04-12	MC-18	10.13S, 83.19W	52	3313
99	2075-07-11	MC-12	16.65N, 4.03E	631	7512
90	2074-08-05	MC-30	72.33S, 162.95W	96	35789
42	2066-05-13	MC-07	47.77N, 154.03E	25	3764
42	2067-05-17	MC-07	34.54N, 164.32E	389	21171
94	2068-08-07	MC-30	66.60S, 124.92E	482	38630
98	2074-02-17	MC-28	52.13S, 83.54E	1057	3167
94	2067-10-16	MC-22	29.31S, 132.66E	22	14551
27	2062-01-16	MC-28	57.56S, 95.64E	11	3022
42	2067-03-19	MC-07	45.37N, 178.66E	277	20205
2	2052-11-02	MC-22	14.10S, 127.87E	39	7512
7	2054-09-06	MC-04	58.52N, 42.49W	65	35789
72	2073-12-09	MC-17	15.58S, 108.60W	100	629
11	2056-09-24	MC-30	71.32S, 25.54W	19	756
29	2059-09-19	MC-16	28.88S, 137.18W	416	3764
59	2069-08-16	MC-28	54.76S, 109.21E	175	84631
3	2052-05-03	MC-24	56.72S, 125.16W	157	8000
72	2072-11-01	MC-17	14.95S, 130.83W	117	2054
99	2073-09-08	MC-05	36.95N, 11.21E	181	9366
39	2065-03-19	MC-29	51.72S, 164.09E	447	4902
38	2067-09-20	MC-01	81.96N, 109.84W	905	31157
62	2067-12-09	MC-20	18.18S, 14.27E	50	6618
75	2072-09-16	MC-28	50.50S, 107.03E	27	41937
100	2072-08-08	MC-30	73.91S, 154.84W	188	10313
36	2063-04-14	MC-08	21.83N, 145.65W	128	7752
9	2058-11-27	MC-20	20.51S, 4.33E	54	7052
10	2063-11-18	MC-18	19.12S, 52.10W	82	4902
87	2073-01-19	MC-26	53.14S, 24.45W	344	4563
44	2068-09-05	MC-07	60.95N, 153.34E	19	5076
6	2054-01-14	MC-01	77.26N, 146.94E	7	3022
91	2075-03-04	MC-01	75.20N, 141.60W	325	5255
34	2060-11-23	MC-06	33.35N, 106.45E	43	7279
41	2069-02-07	MC-01	78.13N, 14.36E	344	1788
76	2073-09-29	MC-02	49.92N, 170.60W	1270	6205
42	2069-09-26	MC-15	13.43N, 154.26E	292	10313
35	2063-09-23	MC-17	9.58S, 95.38W	181	4902
18	2059-06-23	MC-23	20.13S, 165.87E	63	1656
28	2063-06-21	MC-30	70.56S, 49.65W	22	33322
31	2064-09-23	MC-03	45.49N, 78.03W	82	1138
6	2055-01-18	MC-01	84.27N, 158.67E	20	19313
70	2070-07-11	MC-26	34.45S, 41.73W	157	9366
36	2062-04-06	MC-08	19.70N, 169.90W	791	5436
95	2072-03-05	MC-18	7.98S, 78.15W	120	2880
56	2070-05-20	MC-17	12.83S, 96.21W	32	3022
51	2066-04-26	MC-26	48.50S, 41.64W	39	29243
20	2058-07-01	MC-28	40.57S, 73.79E	27	6006
88	2073-05-11	MC-19	9.17S, 17.23W	54	4731
5	2052-10-29	MC-13	7.60N, 53.18E	117	4902
37	2063-05-04	MC-14	21.53N, 133.08E	307	2324
84	2072-01-26	MC-07	58.13N, 133.20E	63	5812
44	2071-01-04	MC-01	67.70N, 122.40E	1270	1138
47	2067-06-23	MC-04	40.90N, 18.19W	24	3612
70	2070-08-15	MC-26	34.25S, 36.70W	1270	16330
47	2076-03-13	MC-11	3.11N, 25.54W	47	4563
94	2070-08-13	MC-29	49.51S, 139.35E	9	756
2	2051-10-30	MC-07	31.86N, 142.63E	163	2054
5	2056-07-12	MC-13	14.16N, 71.11E	292	1396
99	2072-09-20	MC-12	25.95N, 24.12E	22	4731
17	2055-12-26	MC-06	35.91N, 86.62E	152	3919
27	2064-10-06	MC-30	75.40S, 106.63E	113	3612
44	2072-02-07	MC-06	48.64N, 114.26E	39	2739
5	2060-09-26	MC-13	26.67N, 48.84E	15	13527
4	2052-08-27	MC-26	60.78S, 30.30W	482	12178
47	2073-11-16	MC-11	16.94N, 22.51W	85	4235
56	2070-09-03	MC-25	51.66S, 67.73W	106	9366
27	2057-02-23	MC-28	52.53S, 94.37E	63	883
94	2069-12-28	MC-29	61.38S, 142.97E	12	7752
27	2065-02-07	MC-30	83.87S, 98.55E	52	24621
38	2065-06-14	MC-01	81.04N, 127.78W	88	4563
62	2067-10-05	MC-20	5.44S, 21.33E	447	3313
62	2067-03-09	MC-20	23.51S, 9.34E	27	1267
32	2065-04-30	MC-17	26.84S, 119.50W	181	2880
2	2055-02-14	MC-07	33.86N, 130.91E	100	4731
52	2070-10-02	MC-17	6.71S, 100.95W	82	3764
64	2069-02-26	MC-28	54.47S, 73.62E	90	3461
75	2077-03-30	MC-28	43.94S, 92.29E	100	17718
98	2073-08-31	MC-30	70.86S, 66.16E	1057	4398
41	2065-07-07	MC-01	86.19N, 43.06E	124	11771
41	2065-10-10	MC-05	44.20N, 19.01E	524	1526
9	2057-05-05	MC-19	10.19S, 16.62W	252	7752
85	2072-02-22	MC-21	16.75S, 76.19E	252	3313
76	2080-02-03	MC-07	36.41N, 178.54E	137	3461
35	2063-12-30	MC-17	13.19S, 108.76W	59	2188
50	2065-07-20	MC-07	32.35N, 136.30E	15	12178
90	2073-04-29	MC-30	80.10S, 147.40W	70	4398
53	2068-04-04	MC-30	66.56S, 171.35W	120	31157
89	2074-09-08	MC-30	84.33S, 91.38W	32	63326
37	2062-10-12	MC-15	2.08N, 136.52E	307	6205
41	2068-09-15	MC-05	53.81N, 53.51E	54	17718
31	2061-04-13	MC-03	43.47N, 110.43W	15	11011
10	2056-10-10	MC-18	23.16S, 80.38W	163	2461
52	2073-04-07	MC-08	29.72N, 142.64W	100	6205
55	2072-08-24	MC-07	51.10N, 135.58E	72	41937
74	2074-06-07	MC-12	6.80N, 13.05E	524	1656
34	2065-09-13	MC-07	41.56N, 127.66E	702	5255
13	2055-04-27	MC-06	55.15N, 111.19E	29	3764
9	2058-04-24	MC-20	7.40S, 1.22E	292	8255
61	2070-12-23	MC-26	53.25S, 31.98W	63	16330
17	2062-04-18	MC-14	15.77N, 97.68E	365	2188
2	2058-03-09	MC-22	3.84S, 127.81E	93	1138
55	2071-09-29	MC-15	21.18N, 156.65E	20	2599
61	2071-06-01	MC-30	83.29S, 20.21W	24	11011
82	2071-01-18	MC-29	58.45S, 170.30E	100	1526
10	2058-12-13	MC-18	23.93S, 57.28W	365	3612
42	2065-10-23	MC-07	50.46N, 158.18E	85	5622
2	2057-02-07	MC-07	33.34N, 142.63E	120	7512
32	2060-11-28	MC-25	47.39S, 117.76W	365	6409
56	2070-04-17	MC-25	34.53S, 76.32W	365	5436
51	2066-08-09	MC-26	48.21S, 37.31W	14	11011
76	2074-09-15	MC-15	24.10N, 175.30E	34	8255
32	2067-09-08	MC-17	27.51S, 115.31W	277	4398
82	2071-05-10	MC-23	25.56S, 145.49E	25	1396
23	2055-02-25	MC-16	5.59S, 148.86W	61	883
32	2061-08-16	MC-25	44.11S, 114.64W	124	17718
26	2058-06-13	MC-28	32.58S, 81.13E	85	9074
10	2061-06-13	MC-18	17.78S, 63.11W	117	11382
17	2058-04-24	MC-06	31.97N, 70.99E	75	15109
67	2070-04-09	MC-18	21.87S, 57.93W	175	883
76	2074-08-13	MC-02	59.84N, 179.21W	631	1267
58	2070-03-26	MC-30	69.42S, 10.89W	25	45837
48	2067-03-09	MC-07	46.44N, 128.24E	106	1656
94	2072-06-07	MC-29	32.98S, 136.71E	196	8791
60	2070-06-16	MC-26	58.01S, 18.39W	96	1010
6	2053-12-08	MC-01	68.79N, 149.88E	24	84631
27	2059-12-08	MC-30	88.94S, 99.54E	365	18486
51	2067-02-13	MC-26	60.18S, 52.64W	365	18486
95	2072-07-20	MC-18	1.93S, 79.80W	133	4398
64	2067-11-02	MC-28	62.73S, 78.59E	70	41937
20	2057-06-03	MC-28	62.84S, 73.22E	389	6006
97	2072-06-21	MC-01	82.67N, 19.38W	264	2880
48	2066-12-16	MC-07	56.54N, 138.93E	9	1788
47	2071-10-28	MC-11	18.91N, 29.04W	264	1010
98	2072-04-17	MC-28	57.05S, 91.46E	231	3612
83	2071-06-01	MC-01	66.03N, 94.65E	36	15700
98	2075-02-04	MC-28	31.30S, 80.08E	39	4076
71	2072-05-03	MC-24	45.95S, 159.94W	106	6006
47	2066-10-02	MC-11	2.07N, 32.30W	65	6409
10	2062-10-02	MC-26	46.75S, 43.92W	252	2054
72	2072-11-27	MC-17	29.58S, 125.93W	292	1396
56	2069-01-29	MC-25	42.22S, 90.79W	19	24621
43	2064-11-11	MC-18	8.87S, 88.94W	103	3764
29	2060-02-18	MC-24	41.92S, 144.88W	77	22220
50	2065-05-25	MC-15	10.68N, 149.56E	702	7052
27	2055-08-01	MC-28	64.93S, 96.34E	22	24621
14	2054-06-03	MC-11	10.13N, 19.31W	128	2188
76	2077-09-17	MC-01	70.74N, 176.99E	61	4902
